0,129.63606986074612
1,165.1928000503996
2,290.09645860515104
3,380.9889795338254
4,122.1133335073495
5,174.07988932518512
6,123.61536875481474
7,251.3841272920758
8,164.84284871603396
9,216.0791746633766
10,439.3499529845707
11,248.1507167338798
12,138.0668505529446
13,182.25231893299306
14,382.3310155717257
15,136.51686246067536
16,362.6348007502926
17,182.25231893299306
18,200.0117404843178
19,153.1856627628156
20,178.75280558933648
21,86.95326031773047
22,116.10207456965057
23,174.38251140431427
24,342.81846345582863
25,137.4024003002871
26,137.1553024654916
27,133.53817862401863
28,188.66905344939138
29,175.02317434458226
30,160.39633486885052
31,164.84284871603396
32,152.0796609258173
33,147.4333784990749
34,192.43264456154137
35,146.60749224201558
36,473.8155390300215
37,158.42017578005434
38,227.25158499545955
39,183.8252590126058
40,242.0376711742055
41,138.86960672124613
42,176.01525904811692
43,147.4481354973211
44,227.25158499545955
45,108.68569546447529
46,325.4438220653756
47,175.02317434458226
48,146.7334758303435
49,542.4613351943233
50,134.64949529103066
51,123.7868483972396
52,140.84636727983306
53,478.65279357743503
54,135.6993492941276
55,145.68362182724658
56,100.06639944231281
57,124.87155334661966
58,186.095845191434
59,131.08851928345896
60,217.4212107012769
61,324.7646148144719
62,193.42472926507602
63,132.30268945004119
64,177.33230483404625
65,95.30538667683751
66,132.32338486786873
67,346.8121724690762
68,309.2964748598028
69,210.7721353483293
70,346.8121724690762
71,196.73269113804778
72,428.3801356372892
73,165.1928000503996
74,666.3221892827078
75,156.41738285384915
76,141.1963186141987
77,176.01525904811692
78,134.9994466253963
79,305.2695699999975
80,106.7154747952604
81,192.43264456154137
82,129.11236019466273
83,131.1913727830291
84,307.50592882211015
85,168.0893258053138
86,164.14294604730262
87,137.16124088507294
88,121.8248448368989
89,225.52192227166813
90,138.63726588469686
91,237.58127187076246
92,328.42906791118133
93,141.1963186141987
94,131.82918919827782
95,182.6022702673587
96,176.52954866574473
97,144.98371915851524
98,155.12636943553807
99,434.55942622260295
100,442.4254828997149
101,170.5182897280458
102,141.1963186141987
103,153.47946626327993
104,174.6035989912685
105,192.43264456154137
106,405.7434922500724
107,440.95546532117373
108,182.6022702673587
109,330.8025075895797
110,141.1963186141987
111,106.55584987222127
112,177.45585375144398
113,187.22785727627362
114,145.40989015504212
115,157.15516825698086
116,491.75343227328705
117,147.4333784990749
118,173.68854715516434
119,187.05760269320703
120,178.31413416407926
121,192.43264456154137
122,192.43264456154137
123,182.25231893299306
124,227.31507267634186
125,325.85585965322394
126,218.070090750419
127,169.81838705931452
128,153.50016168110747
129,417.8498586743752
130,131.8031789504365
131,376.1517249864119
132,176.01525904811692
133,137.59091563025103
134,369.56782778150904
135,393.56119520337097
136,346.8121724690762
137,507.64239476040524
138,192.43264456154137
139,105.10933886908978
140,746.2265817749926
141,118.59312474586531
142,155.4763207699037
143,215.67145402944863
144,175.4796946626478
145,159.92283461708715
146,156.56162718907447
147,164.49289738166826
148,376.6801480127183
149,142.48673056271915
150,136.38799871326384
151,207.36953708466154
152,137.61404571900877
153,190.70298183774995
154,217.4212107012769
155,156.68455251690463
156,124.75394284880323
157,117.39840281797544
158,137.03769196767522
159,176.01525904811692
160,281.1206713592509
161,323.9233143355346
162,530.0725096404294
163,159.13421185746424
164,117.52257532494079
165,151.99750284407466
166,439.33469521108316
167,352.7761021515386
168,162.35630016456375
169,272.68698838819193
170,182.26275897731895
171,193.42472926507602
172,232.6819531896432
173,144.2838164897839
174,281.47455821600755
175,182.6022702673587
176,453.3982157735171
177,176.54368207442334
178,154.770479681591
179,123.96532008918038
180,165.43395946561375
181,137.222703548988
182,177.33230483404625
183,181.90236759862736
184,133.27038537139558
185,175.20164603652304
186,175.02317434458226
187,412.5575073560728
188,181.55241626426172
189,455.14990634103435
190,141.1963186141987
191,407.16399300536256
192,140.78430314612726
193,141.1963186141987
194,312.69313470388926
195,358.7422547694528
196,176.01525904811692
197,147.0834271647092
198,261.91805073761805
199,175.20164603652304
200,148.34780674561145
201,92.6760305849788
202,184.40385781916805
203,177.2235129148947
204,176.01525904811692
205,164.45663176032534
206,173.85348690821715
207,147.78332983344055
208,139.76414840262072
209,192.43264456154137
